;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último);Latitude;Longitude
0;IND;1991.0;356;1991;SOLIDARIEDADE PARA COM O ACHÉ ILE OBÁ,DIRIGIDO POR SILVYA EGYDIO, A MÃE SILVYA DE OXALÁ, PELO BRILHANTE TRABALHO RELIGIOSO CULTU RAL QUE VEM SENDO DESENVOLVIDO.;;;;;;IREDE APPARECIDA CARDOSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;;
1;IND;;1516;1991;SRA. PREFEITA: ILUMINAÇÃO PÚBLICA PASSAGEM PARTICULAR S/DENOMINAÇÃO.;;;;;;JOSE GUILHERME GIANETTI;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;;
2;IND;;1517;1991;SRA.PREFEITA: PLACAS INDICATIVAS COM NOMES DE RUA - R. ZANZIBAR BAIRRO CASA VERDE, AR/FO.;;;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;;
3;IND;;1518;1991;SRA. PREFEITA: CONSERTO DO MEIO-FIO E RECONSTRUÇÃO DE BOCA-DE-LOBO. R. CARAPUTINGA EM FRENTE AOS N. 423 E 429.;;;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;;
4;IND;;1519;1991;SRA. PREFEITA: PODA DE ÁRVORE, À R. PIRES DA MOTA, EM FRENTE AO N. LL52;;PODA DE ARVOREACLIMACAO;PIRES DA MOTA, R.;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.56745;-46.63425
5;IND;;1520;1991;SRA. PREFEITA TAPAR BURACOS EM VIA PÚBLICA, R. FONSECA GALVÃO BAIRRO ACLIMAÇÃO, AR-VM.;;OPERACAO TAPA BURACOACLIMACAO;FONSECA GALVAO, R.;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.5806;-46.61994
6;IND;;1521;1991;SRA. PREFEITA PAVIMENTAÇÃO DO LARGO SENADOR RAUL CARDOSO, VL. CLEMENTINO, AR/VM.;;PAVIMENTACAO;RAUL CARDOSO, SEN., LG.;;VILA CLEMENTINO;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.59224;-46.64696
7;IND;;1522;1991;SRA. PREFEITA ESTACIONAMENTOS IRREGULARES, MANOBRAS DE VEÍCULOS PESADOS EM CALÇADAS, À AV. DO ESTADO ENTRE N. L300 E 1500 E R. ITAPIRAPÉS, ESQ. C/ AV. DO ESTADO, AR/SE.;;ESTACIONAMENTOTRANSPORTE DE CARGA;SANTA IFIGENIA, R.ESTADO, AV. DO;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.53808;-46.63943
8;IND;;1523;1991;SRA. PREFEITA TAPAR BURACOS EM VIAS PÚBLICAS, À R. MESQUITA(TRE CHO ENTRE R.DR.DOLZANI E FONSECA GALVÃO). ACLIMAÇÃO, AR-VILA MARI ANA.;;ACLIMACAOOPERACAO TAPA BURACO;MESQUITA, R.;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.5792499;-46.62154
9;IND;;1524;1991;SRA. PREFEITA INSTALAÇÃO DE BANCAS DE JORNAIS E REVISTAS EM LOGRADOUROS PÚBLICOS.;;BANCA DE JORNALLOGRADOURO PUBLICO;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;;
10;IND;;1525;1991;"SRA. PREFEITA DENOMINAÇÃO DE ""FELIPE D'OLIVEIRA"" A ALGUMA UNI DADE DA REDE ESCOLAR MUNICIPAL, A SER DETERMINADA PELO PODER EXECUTIVO.";;ESCOLA MUNICIPAL/FELIPE D'OLIVEIRADENOMINACAO DE ESCOLA;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;;
11;IND;;1526;1991;SRA. PREFEITA TAPAR BURACOS EM VIA PÚBLICA AV. CONDESSA ELISABETH ROBIANO, AR-PE.;;TATUAPE/BELENZINHOOPERACAO TAPA BURACO;ELISABETH DE ROBIANO, CDSSA., AV.;AR-PE;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.52677;-46.57101
12;IND;;1527;1991;SRA. PREFEITA EXTENSÃO DA LINHA DE TROLEIBUS N. 2.340.BAIRRO PENHA. AR-SE E AR-PE.;;PENHA/TROLEIBUSLINHA DE ONIBUS 2340;;;VILA BUENOS AIRES (AR-PE);WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;;
13;IND;;1528;1991;SRA. PREFEITA SUBSTIUIÇÃO DE ÁRVORE POR OUTRA DE MENOR PORTE. EM FRENTE AO N. 184, DA R.RELÍQUIA, JD. LARANJEIRAS, CASA VERDE AR/FO.;;ARVORE;RELIQUIA, R.;;JARDIM DAS LARANJEIRAS;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.51007;-46.66175
14;IND;;1529;1991;SRA. PREFEITA CONSERTO DE MURO DE ARRIMO JUNTO À CÓRREGO, R. OITICICAS, 726, JABAQUARA, AR. V.MARIANA.;;CORREGO/JABAQUARAMURO DE ARRIMO;OITICICAS, R. DAS;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.6388399;-46.6473299
15;IND;;1530;1991;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO TABATINGUERA, SITUADO NA R.CAROLINA SOARES, BAIRRO DO LIMÃO, AR-FÓ.;;CANALIZACAO DE CORREGOCORREGO TABATINGUERA;CAROLINA SOARES, R.;;LIMAO (BAIRRO);WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.49962;-46.66794
16;IND;;1531;1991;SRA. PREFEITA MURAR E LIMPAR TERRENO DA PREFEITURA. AV. GIOVANNI GRONCHI ESQUINA DA R. IUPEBA, V.ANDRADE AR-CAMPO LIMPO.;;TERRENO BALDIO/LIMPEZA DE TERRENOMURO;GIOVANNI GRONCHI, AV.;;VILA ANDRADE;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.63115;-46.73659
17;IND;;1532;1991;SRA. PREFEITA ASFALTAMENTO DA R. CAMARGO E LEME. V.S.GERALDO/ GUAIANASES, AR-GUAIANASES.;;GUAIANASESPAVIMENTACAO;CAMARGO E LEME, R.;AR-IQ;VILA SAO GERALDO (AR-IQ);WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.55427;-46.39605
18;IND;;1533;1991;SRA. PREFEITA TAPA-BURACO À R. MERUOCA, EM FRENTE AO N. 39, JD.DA GLÓRIA, AR-V.MARIANA.;;OPERACAO TAPA BURACO;MERUOCA, R.;;JARDIM DA GLORIA;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.58125;-46.62062
19;IND;;1534;1991;EXECUTIVO RETIRADA DO ENTULHO E LIXO À R. LÍTIO, NO PARQUE DA MOÓCA.;;ENTULHOLIXO;LITIO, R.;;PARQUE DA MOOCA;MARIA CRISTINA TITA DIAS;PARTIDO DOS TRABALHADORES;-23.5732399;-46.59165
20;IND;;1535;1991;SRA. PREFEITA FISCALIZAÇÃO RIGOROSA DO ESTACIONAMENTO IRREGULAR DE VEÍCULOS PARTICULARES, NA AV. GAL.OLIMPIO DA SILVEIRA, NO TRECHO ENTRE O VIADUTO PACAEMBU E A R.TUPI, BAIRRO DE SANTA CECÍLIA, AR-SE.;;ESTACIONAMENTOSANTA CECILIA;OLIMPIO DA SILVEIRA, GEN., AV.;;;JAMIL ACHOA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.53253;-46.65802
21;IND;;1536;1991;SRA. PREFEITA CONTINUIDADE DA PAVIMENTAÇÃO DA R. SIRIUS, NA CIDADE SATÉLITE, SANTA BARBARA, EM SÃO MATHEUS.;;SAO MATEUSPAVIMENTACAO;SIRIUS, R.;;CIDADE SATELITE SANTA BAR;AURELINO SOARES DE ANDRADE;PARTIDO DA FRENTE LIBERAL;-23.61091;-46.46122
22;IND;;1537;1991;SRA. PREFEITA -TRANSFERÊNCIA DE FEIRA-LIVRE DA R. BENEDITO DE SOU ZA P/R.CARLOS FIRMO DOS ANJOS OU P/R.PEDRO DOS SANTOS.;;FEIRA LIVRE;CARLOS FIRMO DOS ANJOS, R.BENEDITO DE SOUSA BORGES, R.SAMUEL PEDRO DOS SANTOS, R.;;JARDIM ROBRU;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO;None;None
23;IND;;1538;1991;SRA. PREFEITA ESGOTO AV. ENGENHO NOVO JD. TIETÊ.;;REDE DE ESGOTO;ENGENHO NOVO, AV.;;JARDIM TIETE;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO;-23.5974;-46.49489
24;IND;;1539;1991;"SRA. PREFEITA AJARDINAMENTO DA ÁREA MUNICIPAL, DIANTE DO POSTO DE SAÚDE, NAS IMEDIAÇÕES DA EMPG ""OTÁVIO PEREIRA LOPES"", AR/ST.";;AJARDINAMENTOPOSTO DE SAUDE;EMPG OTAVIO PEREIRA LOPES;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.50995;-46.67007
25;IND;;1540;1991;"SRA. PREFEITA LIMPEZA DO LEITO CARROÇÁVEL DA VIELA EXISTENTE DO LADO ESQUERDO DA EMPG ""OTAVIO PEREIRA LOPES"", AR/ST.";;VIELALIMPEZA PUBLICA;EMPG OTAVIO PEREIRA LOPES;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.50995;-46.67007
26;IND;;1541;1991;SRA. PREFEITA CONSTRUÇÃO DE PASSEIO, NUMA EXTENSÃO DE, APROXI MADAMENTE L00 (CEM) METROS, NA R. VEREADOR JOSÉ DE MOURA.;;CALCADA;EMPG OTAVIO PEREIRA LOPESJOSE DE MOURA, VER., R.;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.56025;-46.4012699
27;IND;;1542;1991;"SRA. PREFEITA LIMPEZA DO PROLONGAMENTO DA R. VEREADOR JOSÉ DE MOURA, PRÓXIMA À EMPG ""OTÀVIO PEREIRA LOPES""; AR,ST,";;LIMPEZA PUBLICA;EMPG OTAVIO PEREIRA LOPESJOSE DE MOURA, VER., R.;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.56025;-46.4012699
28;IND;;1543;1991;"SRA. PREFEITA REURBANIZAÇÃO DA PRAÇA EXISTENTE DIANTE DA EMPG ""OTÁVIO PEREIRA LOPES"", AR/ST.";;REURBANIZACAOPRACA;EMPG OTAVIO PEREIRA LOPES;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.50995;-46.67007
29;IND;;1544;1991;"SRA.PREFEITA CONSTRUÇÃO DE LOMBADAS E IMPLANTAÇÃO DE SINALIZA ÇÃO HORIZONTAL E VERTICAL NA AV. PAULO LINCOLN DO VALLE PONTIM, PRÓXIMO À EMPF ""OTÁVIO PEREIRA LOPES"":";;SINALIZACAO DE TRANSITOLOMBADA;EMPG OTAVIO PEREIRA LOPESPAULO LINCOLN DO VALE PONTIN, AV.;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.4637;-46.58478
30;IND;;1545;1991;"SRA. PREFEITA CONSTRUÇÃO DE LOMBADAS E IMPLANTAÇÃO DE SINALIZA ÇÃO VERTICAL E HORIZONTAL NA R. ALCI BORGES DOS SANTOS, PRÓXIMO À EMPG ""OTÁVIO PEREIRA LOPES"", AR/ST.";;LOMBADASINALIZACAO DE TRANSITO;EMPG OTAVIO PEREIRA LOPESALCI BORGES DOS SANTOS, R.;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.46183;-46.58363
31;IND;;1546;1991;"SRA. PREFEITA POLICIAMENTO CONSTANTE NA EMPG ""OTÁVIO PEREIRA LOPES"", AR/ST.";;GUARDA CIVIL METROPOLITANA - GCMPOLICIAMENTO;EMPG OTAVIO PEREIRA LOPES;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.50995;-46.67007
32;IND;;1547;1991;"SRA. PREFEITA SEJA AUMENTADA A ALTURA DO MURO DA EMPG ""OTÀVIO PEREIRA LOPES"".";;MURO;EMPG OTAVIO PEREIRA LOPES;AR-ST;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.50995;-46.67007
33;IND;;1548;1991;SRA. PREFEITA REGULARIZAÇÃO MECÂNICA E ASSENTAMENTO DE CASCALHO NA RUA RAVI STO. AMARO AR/SA.;;SANTO AMARO/CASCALHAMENTONIVELAMENTO DE RUA;RAVI, R.;;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.68434;-46.74692
34;IND;;1549;1991;SRA. PREFEITA PAVIMENTAÇÃO DA RUA RAVI, EM SANTO AMARO AR/SA.;;PAVIMENTACAOSANTO AMARO;RAVI, R.;;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.68434;-46.74692
35;IND;;1550;1991;SRA. PREFEITA PAVIMENTAÇÃO P/ O LEITO CARROÇÁVEL DA R. DAMIÃO DE SOUZA PEREIRA, NO JD. S. LUIZ, DISTRITO DE ITAIM PAULISTA. AR-SM.;;ITAIM PAULISTAPAVIMENTACAO;DAMIAO DE SOUSA PEREIRA, R.;;JARDIM SAO LUIS (AR-MP);BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.49428;-46.3879
36;IND;;1551;1991;SRA. PREFEITA TABELAS DE MINI-BASQUETE DAS 2 PRIMEIRAS QUADRAS POLI-ESPORTIVAS EXISTENTES NO PQ. IBIRAPUERA, PRÓXIMAS A PORTARIA DA AV. 4. CENTENÁRIO, SEREM SUBSTITUÍDAS POR TABELAS DE BASQUETE OFICIAL.;;BASQUETEBOLQUADRA DE ESPORTES;IBIRAPUERA, PQ. DO;;;NELSON GERRA JUNIOR;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.58765;-46.65328
37;IND;;1552;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R. FERMELÃ, JD. LILAH, AR-CAMPO LIMPO.;;PAVIMENTACAO;FERMELA, R.;;JARDIM LILAH;NELSON GERRA JUNIOR;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.67204;-46.7816
38;IND;;1553;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R. WALDEMAR ORTEGA. JD. COMERCIAL AR/CL.;;PAVIMENTACAO;EMPG ARACI DE ALMEIDAVALDEMAR ORTEGA, R.;;JARDIM COMERCIAL;NELSON GERRA JUNIOR;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;None;None
39;IND;;1554;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R. DR. JOSÉ VELASQUES VARGAS, JD. LILAH, AR/CL.;;PAVIMENTACAO;JOSE VELASQUES VARGAS, DR., R.;;JARDIM LILAH;NELSON GERRA JUNIOR;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.67305;-46.7810599
40;IND;;1555;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R. EURICO BRANCO RIBEIRO, JD. LILAH, AR-CAMPO LIMPO.;;PAVIMENTACAO;EURICO BRANCO RIBEIRO, R.;;JARDIM LILAH;NELSON GERRA JUNIOR;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.67213;-46.7826
41;IND;;1556;1991;SRA. PREFEITA REPASSAR DIRETAMENTE À FUNDAÇÃO PQ.IBIRAPUERA O NUMERÁRIO AUFERIDO ATRAVÉS DA COBRANÇA DE TAXAS SOBRE EVENTOS REA LIZADOS NO PARQUE, FICANDO TAMBÉM ATRIBUÍDA A ADMINISTRAÇÃO DO MONTANTE ARRECADADO À FUNDAÇÃO.;;FUNDACAO PARQUE DO IBIRAPUERA/TAXASEVENTOS;IBIRAPUERA, PQ. DO;;;IREDE APPARECIDA CARDOSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.58765;-46.65328
42;IND;;1557;1991;SRA. PREFEITA PAVIMENTAÇÃO DA R. NAZARÉ MENEZES, JD. MARIA SAMPAIO, AR-CAMPO LIMPO.;;PAVIMENTACAO;NAZARE MENESES, R.;;JARDIM MARIA SAMPAIO;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL;-23.65814;-46.75726
43;IND;;1558;1991;SRA. PREFEITA PAVIMENTAÇÃO DA AV. UM VILA CALU - AR-CAPELA DO SOCORRO.;;PAVIMENTACAO;UM, AV. (VILA CALU);;VILA CALU;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL;-23.7255675;-46.7884438
44;IND;;1559;1991;SRA. PREFEITA GRATIFICAÇÃO A TODO O PESSOAL DESIGNADO PELA SMT P/A FISCALIZAÇÃO DE TRÂNSITO NAS VIAS TERRESTRES MUNICIPAIS, NAS MESMAS BASES CONCEDIDAS AOS POLICIAIS MILITARES COLOCADOS À DISPO SIÇÃO DA PREF.P/ O POLICIAMENTO E FISCALIZAÇÃO DE TRÂNSITO.;;FISCALIZACAO DE TRANSITO/ZONA AZUL/GRATIFICACAOCONVENIO/SECRETARIA MUNICIPAL DE TRANSPORTES - SMT;;;;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL;;
45;IND;;1560;1991;SRA. PREFEITA PAVIMENTAÇÃO À R. VITOR AZEVEDO PQ. OTERO.;;PAVIMENTACAO;VITOR AZEVEDO, R.;AR-CL;PARQUE DO OTERO;EUSTAQUIO VITAL NOLASCO;PARTIDO COMUNISTA DO BRASIL;-23.6624;-46.75009
46;IND;;1561;1991;SRA. PREFEITA IMPLANTAÇÃO DE UM SEMÁFORO NO CRUZAMENTO DAS R. CONS. MOREIRA DE BARROS, PEDRO OZÓRIO FILHO E FRIBURGO, PENÚLTIMO CRUZAMENTO DE QUEM DIRIGE-SE PARA A AV. PARADA PINTO.;;SINALIZACAO DE TRANSITOSEMAFORO;FRIBURGO, R.PEDRO OSORIO FILHO, R.MOREIRA DE BARROS, CONS., R.;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;None;None
47;IND;;1562;1991;SRA. PREFEITA IMPLANTAÇÃO DE UMA FEIRA DE ARTEZANATO NA PÇA. ITÁLICO ANCONA LOPES VILA PALMEIRA.;;FEIRA DE ARTESANATO;ITALICO ANCONA LOPEZ, PC.;;VILA PALMEIRA;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.49721;-46.68998
48;IND;;1563;1991;SRA. PREFEITA CESSÃO A TÍTULO PRECÁRIO DA ÁREA LOCALIZADA NA ESQUINA DA AV. JOÃO PAULO I C/ A R.MIGUEL HELOU NO PQ. MONTEIRO SOARES, P/ A IMPLANTAÇÃO DA ASSOCIAÇÃO COML. DE S.PAULO, AR-FO.;;CESSAO DE AREAASSOCIACAO COMERCIAL DE SAO PAULO (FREGUESIA DO O);MIGUEL HELOU, R.JOAO PAULO I, AV.;;PARQUE MONTEIRO SOARES;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.49092;-46.69036
49;IND;;1564;1991;SRA. PREFEITA SOLICITA A APLICAÇÃO DE FREZADEIRA NA AVENIDA ELI SIO TEIXEIRA LEITE, NO TRECHO COMPREENDIDO ENTRE A AVENIDA ITABERABA E A PRAÇA SANTA CLARA DE ASSIS, DEVIDO AO GRANDE NÚMERO DE SALIÊNCIAS APRESENTADAS NO LEITO CARROÇAVEL.;;NIVELAMENTO DE RUA;ELISIO TEIXEIRA LEITE, AV.;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.4867199;-46.69818
50;IND;;1565;1991;SRA. PREFEITA FREZADEIRA NA R. BAIÃO PARENTE, AR/FÓ-;;FREGUESIA DO ONIVELAMENTO DE RUA;BAIAO PARENTE, R.;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.49275;-46.69286
51;IND;;1566;1991;SRA. PREFEITA CONSTRUÇÃO DE VIADUTO NA AV. SENADOR TEOTÔNIO VI LELA, NO CRUZAMENTO DA AV. PIERO DI LORENZO C/ A AV. BRASIL JD. EDWIGES, PQ. S. PAULO.;;VIADUTOPARQUE SAO PAULO;TEOTONIO VILELA, SEN., AV.;;JARDIM EDWIGES;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.73645;-46.6993099
52;IND;;1567;1991;SRA. PREFEITA APLICAÇÃO DE FREZADEIRA NA R. TEREZINHA DI SPAGNA LOBO, JD. IRACEMA-.;;NIVELAMENTO DE RUA;TERESINHA DI SPAGNA LOBO, R.;AR-FO;JARDIM IRACEMA (AR-FO);JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.48121;-46.69283
53;IND;;1568;1991;SRA. PREFEITA PAVIMENTAÇÃO ASFÁLTICA, C/ A APLICAÇÃO DE GUIAS E SARGETAS NA R. SERRA DA LAGOA - CAPÃO REDONDO.;;PAVIMENTACAO/CAPAO REDONDOGUIAS E SARJETAS;SERRA DA LAGOA, R.;;;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.67243;-46.7676
54;IND;;1569;1991;SRA. PREFEITA CONSTRUÇÃO DE UM ESCADÃO E UM MURO DE ARRIMO NO FINAL DA R. LOURENÇO RODRIGUES SOUZA VL. RAMOS, CACHOEIRINHA.;;VILA RAMOS (AR-FO)/ESCADARIAMURO DE ARRIMO;LOURENCO RODRIGUES SOUSA, R.;;CACHOEIRINHA (BAIRRO);JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.48085;-46.68115
55;IND;;1570;1991;SRA. PREFEITA CONCESSÃO DE GRATUIDADE NO TRANSPORTE COLETIVO UR BANO AOS APOSENTADOS DE BAIXA RENDA.;;APOSENTADO/PASSE DE ONIBUS/BAIXA RENDATRANSPORTE COLETIVO URBANO;;;;ADRIANO DIOGO;PARTIDO DOS TRABALHADORES;;
56;IND;;1571;1991;SRA. PREFEITA PAVIMENTAÇÃO PASSAGEM PARTICULAR - SEM DENOMINAÇÃO ENTRE A R. COMANDANTE CARLOS RUHL E PÇA. IOTIOPE;;PAVIMENTACAO/GUAIANASESPASSAGEM PARTICULAR;CARLOS RUHL, COMTE., R.IOTIOPE, PC.;;;JOSE GUILHERME GIANETTI;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.5463999;-46.41845
57;IND;;1572;1991;SRA. PREFEITA ALARGAMENTO DAS PASSAGENS DE PEDESTRES INTERNAS DA PRAÇA DO CANTEIRO CENTRAL DA R.DO GASOMETRO, TRECHO ENTRE A R.MONSENHOR ANACLETO E R. MONSENHOR ANDRADE.;;PASSAGEM DE PEDESTREBRAS;GASOMETRO, R. DO;;;EDSON FALANGA;PARTIDO LIBERAL;-23.54406;-46.62226
58;IND;;1573;1991;SRA. PREFEITA ASFALTAMENTO COMPLEMENTAR À R.LUCINDA GOMES BARRETO, VL.N.MANCHESTER.;;PAVIMENTACAO;LUCINDA GOMES BARRETO, R.;;VILA NOVA MANCHESTER;EDSON FALANGA;PARTIDO LIBERAL;-23.54433;-46.5443799
59;IND;;1574;1991;SRA. PREFEITA OFICIALIZAÇÃO DA R. S. CLETO, JD. DENISE.;;OFICIALIZACAO DE LOGRADOURO;SAO CLETO, R.;;JARDIM DENISE;USHITARO KAMIA;PARTIDO DEMOCRATICO TRABALHISTA;-23.4521;-46.6252799
60;IND;;1575;1991;SRA. PREFEITA MELHORA NA COLETA DE LIXO NAS RUAS DOS BAIRROS DE JD.BRITÂNIA E VL.JARAGUÁ, AR-PJ.;;COLETA DE LIXOVILA JARAGUA;SOCIEDADE AMIGOS DO JARDIM BRITANIA E VILA JARAGUA;;JARDIM BRITANIA;JAMIL ACHOA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.43396;-46.787
61;IND;;1576;1991;SRA. PREFEITA CONSTRUÇÃO DE UMA ÁREA DE LAZER, C/QUADRA DE FUTE BOL DE SALÃO, VOLEIBOL, PISCINA E PARQUE INFANTIL P/OS MORADORES DOS BAIRROS JD. BRITÂNIA E VL.JARAGUÁ, AR-PJ.;;AREA DE LAZER/QUADRA DE ESPORTESSOCIEDADE AMIGOS DO JARDIM BRITANIA E VILA JARAGUA;;;VILA JARAGUA;JAMIL ACHOA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;;
62;IND;;1577;1991;SRA.PREFEITA TELEFONE NA CRECHE MUNICIPAL VEREADOR HOMERO DOMIN GUES DA SILVA, SITUADA NA R.CINCO S/N., BAIRRO VL.JARAGÚÁ, AR-PJ.;;CRECHE MUNICIPAL VER. HOMERO DOMINGUES DA SILVATELEFONE;SOCIEDADE AMIGOS DO JARDIM BRITANIA E VILA JARAGUA;;VILA JARAGUA;JAMIL ACHOA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;None;None
63;IND;;1578;1991;SRA. PREFEITA ESTENDER O ITINERÁRIO DO ÔNIBUS DA LINHA 8050 PQ. ANHANGUERA-LAPA, ATÉ O TERMINAL DA ESTAÇÃO DO METRÔ BARRA FUNDA, AR-PJ.;;LAPA/LINHA DE ONIBUS 8050ESTACAO DE METRO BARRA FUNDA;SOCIEDADE AMIGOS DO JARDIM BRITANIA E VILA JARAGUA;;PARQUE ANHANGUERA (AR-PR);JAMIL ACHOA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.43396;-46.787
64;IND;;1579;1991;SRA. PREFEITA CONSTRUÇÃO DE UM PRONTO-SOCORRO NO BAIRRO JD.BRITÂNIA, AR.PJ.;;SOCIEDADE AMIGOS DO JARDIM BRITANIA E VILA JARAGUAPRONTO SOCORRO;;;JARDIM BRITANIA;JAMIL ACHOA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;;
65;IND;;1580;1991;SRA. PREFEITA CONSTRUÇÃO DE UM POSTO DE SAÚDE NO BAIRRO JD.BRITÂNIA, AR-PJ.;;POSTO DE SAUDESOCIEDADE AMIGOS DO JARDIM BRITANIA E VILA JARAGUA;;;JARDIM BRITANIA;JAMIL ACHOA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;;
66;IND;;1581;1991;"SRA. PREFEITA CONSTRUÇÃO DE UM ""PLAYGROUND"" NA CRECHE MUNICIPAL VEREADOR HOMERO DOMINGUES DA SILVA, SITUADA NA R.CINCO S/N,BAIRRO V.JARAGUÁ, AR-PJ.";;CRECHE MUNICIPAL VER. HOMERO DOMINGUES DA SILVASOCIEDADE AMIGOS DO JARDIM BRITANIA E VILA JARAGUA;PLAYGROUND;;VILA JARAGUA;JAMIL ACHOA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.48572;-46.76364
67;IND;;1582;1991;SRA. PREFEITA CONSTRUÇÃO DE UM POSTO DE SAÚDE P/O BAIRRO JD.ANGELA, REGIONAL DE CAMPO LIMPO (PRÓXIMO À ESTRADA DE ITAPECERICA).;;POSTO DE SAUDE;;;JARDIM ANGELA (AR-CL);ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;;
68;IND;;1583;1991;SRA. PREFEITA CONSTRUÇÃO DE UMA ESCOLA P/O BAIRRO JD.ÂNGELA, AR -CAMPO LIMPO (PRÓXIMA À ESTRADA DE ITAPECERICA).;;ESCOLA MUNICIPAL;;AR-CL;JARDIM ANGELA (AR-CL);ARMELINDO PASSONI;PARTIDO DOS TRABALHADORES;;
